ANO,MES,DIA,PROVINCIA,MUNICIPIO,NUMERO_MUNICIPIO,NOMBRE_MUNICIPIO,same_as_wikidata_madrid,ESTACION,UBICACION,same_as_wikidata_madrid_landmarks,MAGNITUD,PUNTO_MUESTREO,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,4,plaza de España,http://wikidata.org/entity/Q1326261,1,28079004_1_38,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,4,plaza de España,http://wikidata.org/entity/Q1326261,6,28079004_6_48,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,4,plaza de España,http://wikidata.org/entity/Q1326261,7,28079004_7_8,2,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,4,plaza de España,http://wikidata.org/entity/Q1326261,8,28079004_8_8,5,4,2,2,2,3,2,2,5,4,3,4,3,3,4,3,2,3,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,4,plaza de España,http://wikidata.org/entity/Q1326261,12,28079004_12_8,8,5,3,4,3,4,3,4,6,6,7,7,7,6,7,5,3,5,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,8,Escuelas Aguirre,http://wikidata.org/entity/Q5397501,1,28079008_1_38,4,4,4,5,5,7,6,6,5,5,5,5,6,5,5,6,5,6,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,8,Escuelas Aguirre,http://wikidata.org/entity/Q5397501,6,28079008_6_48,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,8,Escuelas Aguirre,http://wikidata.org/entity/Q5397501,7,28079008_7_8,5,4,4,3,3,2,3,3,4,5,6,7,9,7,6,5,5,5,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,8,Escuelas Aguirre,http://wikidata.org/entity/Q5397501,8,28079008_8_8,14,11,9,7,6,6,7,7,8,10,9,10,11,11,10,7,7,9,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,8,Escuelas Aguirre,http://wikidata.org/entity/Q5397501,9,28079008_9_47,13,14,20,25,30,31,33,36,36,33,36,30,32,34,29,22,27,32,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,8,Escuelas Aguirre,http://wikidata.org/entity/Q5397501,10,28079008_10_47,21,25,35,47,62,61,66,78,80,75,81,81,88,84,73,60,66,70,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,8,Escuelas Aguirre,http://wikidata.org/entity/Q5397501,12,28079008_12_8,21,17,16,12,10,10,11,12,14,18,18,21,25,22,20,15,15,17,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,8,Escuelas Aguirre,http://wikidata.org/entity/Q5397501,14,28079008_14_6,34,31,28,26,26,26,23,21,22,20,21,19,23,27,29,32,35,34,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,8,Escuelas Aguirre,http://wikidata.org/entity/Q5397501,20,28079008_20_59,0.9,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.7,0.6,0.1,0.2,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,8,Escuelas Aguirre,http://wikidata.org/entity/Q5397501,30,28079008_30_59,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,8,Escuelas Aguirre,http://wikidata.org/entity/Q5397501,35,28079008_35_59,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,11,Ramón y Cajal train station,http://wikidata.org/entity/Q5847026,7,28079011_7_8,2,1,1,1,1,1,1,1,1,2,2,3,3,3,4,3,3,3,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,11,Ramón y Cajal train station,http://wikidata.org/entity/Q5847026,8,28079011_8_8,6,3,3,2,2,2,2,3,4,5,4,5,4,5,6,5,4,5,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,11,Ramón y Cajal train station,http://wikidata.org/entity/Q5847026,12,28079011_12_8,9,5,4,3,3,4,3,5,6,8,7,9,8,10,11,9,9,10,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,16,Arturo Soria,http://wikidata.org/entity/Q2481371,7,28079016_7_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,16,Arturo Soria,http://wikidata.org/entity/Q2481371,8,28079016_8_8,7,6,4,4,4,5,5,6,7,7,6,6,5,5,6,5,4,6,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,16,Arturo Soria,http://wikidata.org/entity/Q2481371,12,28079016_12_8,9,7,6,5,5,6,6,8,9,8,7,8,7,7,8,7,6,8,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,16,Arturo Soria,http://wikidata.org/entity/Q2481371,14,28079016_14_6,36,33,29,25,24,23,21,18,18,18,19,19,23,27,28,30,33,31,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,17,Villaverde,http://wikidata.org/entity/Q919536,7,28079017_7_8,4,2,2,2,1,2,2,2,1,3,4,4,4,4,4,4,4,4,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,17,Villaverde,http://wikidata.org/entity/Q919536,8,28079017_8_8,10,7,5,4,4,5,5,5,5,6,6,6,6,6,7,6,6,7,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,17,Villaverde,http://wikidata.org/entity/Q919536,12,28079017_12_8,16,9,8,7,6,8,8,7,8,10,12,13,12,13,13,12,12,12,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,17,Villaverde,http://wikidata.org/entity/Q919536,14,28079017_14_6,36,34,32,30,29,27,25,25,25,23,22,22,26,29,29,31,32,33,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,18,Farolillo,,7,28079018_7_8,1,1,1,1,1,1,1,1,1,3,4,2,3,2,2,2,2,1,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,18,Farolillo,,8,28079018_8_8,8,6,4,3,3,4,4,5,5,7,7,6,5,5,7,5,5,5,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,18,Farolillo,,10,28079018_10_47,19,25,35,53,66,66,77,98,92,86,98,114,109,92,83,75,75,71,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,18,Farolillo,,12,28079018_12_8,9,8,6,5,5,5,6,7,7,11,13,9,9,8,10,8,8,7,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,18,Farolillo,,14,28079018_14_6,39,35,34,30,29,28,26,24,25,23,23,23,27,32,31,35,37,37,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,18,Farolillo,,20,28079018_20_59,1.3,1.1,0.9,0.9,1,1,0.8,1,1,1.4,1.7,1,1.1,1.2,1,0.9,0.8,0.9,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,18,Farolillo,,30,28079018_30_59,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,18,Farolillo,,35,28079018_35_59,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.2,0.2,0.1,0.2,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,24,Casa de Campo Park,http://wikidata.org/entity/Q1046524,7,28079024_7_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,24,Casa de Campo Park,http://wikidata.org/entity/Q1046524,8,28079024_8_8,3,2,2,1,2,2,1,2,4,3,2,2,1,1,2,2,1,2,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,24,Casa de Campo Park,http://wikidata.org/entity/Q1046524,9,28079024_9_47,5,7,10,14,18,19,24,27,25,24,24,26,27,22,21,17,18,18,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,24,Casa de Campo Park,http://wikidata.org/entity/Q1046524,10,28079024_10_47,13,17,25,37,50,51,61,73,70,65,67,76,77,64,61,55,53,52,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,24,Casa de Campo Park,http://wikidata.org/entity/Q1046524,12,28079024_12_8,4,3,3,3,3,4,3,3,5,5,4,4,3,3,4,4,3,4,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,24,Casa de Campo Park,http://wikidata.org/entity/Q1046524,14,28079024_14_6,45,41,37,33,31,31,29,28,28,27,28,27,32,36,37,40,42,43,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,27,Barajas,http://wikidata.org/entity/Q807230,7,28079027_7_8,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,27,Barajas,http://wikidata.org/entity/Q807230,8,28079027_8_8,7,5,3,3,3,4,4,4,6,7,6,6,4,4,5,4,3,4,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,27,Barajas,http://wikidata.org/entity/Q807230,12,28079027_12_8,9,6,5,5,5,5,5,6,8,10,10,8,7,7,6,5,5,6,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,27,Barajas,http://wikidata.org/entity/Q807230,14,28079027_14_6,44,40,35,30,29,29,26,25,25,23,24,25,30,35,36,38,39,39,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,35,Plaza del Carmen,http://wikidata.org/entity/Q6080406,1,28079035_1_38,3,4,4,4,4,3,3,3,3,2,3,3,4,4,3,4,4,4,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,35,Plaza del Carmen,http://wikidata.org/entity/Q6080406,6,28079035_6_48,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,35,Plaza del Carmen,http://wikidata.org/entity/Q6080406,7,28079035_7_8,2,1,2,1,1,1,1,1,1,2,2,2,3,3,2,2,2,2,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,35,Plaza del Carmen,http://wikidata.org/entity/Q6080406,8,28079035_8_8,8,5,5,4,3,5,3,4,5,5,5,5,5,5,5,4,3,4,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,35,Plaza del Carmen,http://wikidata.org/entity/Q6080406,12,28079035_12_8,10,7,8,6,5,7,6,6,7,8,9,9,9,9,9,7,6,7,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,35,Plaza del Carmen,http://wikidata.org/entity/Q6080406,14,28079035_14_6,38,36,31,29,28,27,25,24,24,23,24,23,27,32,33,36,39,39,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,36,Moratalaz,http://wikidata.org/entity/Q2076109,1,28079036_1_38,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,36,Moratalaz,http://wikidata.org/entity/Q2076109,7,28079036_7_8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,36,Moratalaz,http://wikidata.org/entity/Q2076109,8,28079036_8_8,10,6,4,3,3,3,3,5,4,5,5,4,3,4,4,4,3,4,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,36,Moratalaz,http://wikidata.org/entity/Q2076109,10,28079036_10_47,20,23,32,46,69,64,70,92,92,94,97,102,106,88,77,75,77,69,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,36,Moratalaz,http://wikidata.org/entity/Q2076109,12,28079036_12_8,12,8,5,5,5,4,5,7,6,6,6,5,4,6,6,6,5,6,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,38,Cuatro Caminos,http://wikidata.org/entity/Q5824684,7,28079038_7_8,2,1,1,1,1,1,1,1,4,3,5,4,4,4,4,3,3,3,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,38,Cuatro Caminos,http://wikidata.org/entity/Q5824684,8,28079038_8_8,6,4,4,3,3,4,3,4,7,6,5,4,5,5,5,5,4,5,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,38,Cuatro Caminos,http://wikidata.org/entity/Q5824684,9,28079038_9_47,4,8,14,20,33,27,32,37,35,31,32,34,37,30,30,30,25,34,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,38,Cuatro Caminos,http://wikidata.org/entity/Q5824684,10,28079038_10_47,11,17,26,38,58,52,60,71,69,60,63,68,72,60,60,57,50,60,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,38,Cuatro Caminos,http://wikidata.org/entity/Q5824684,12,28079038_12_8,8,6,6,5,4,5,5,6,13,11,13,10,12,11,12,9,8,9,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
2024,10,06,28,079,28079,Madrid,http://wikidata.org/entity/Q2807,38,Cuatro Caminos,http://wikidata.org/entity/Q5824684,20,28079038_20_59,0.7,0.6,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.4,0.5,0.5,0.5,0.5,0.4,0,0,0,0,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N,N,N
